condition,task,run,model,timestamp,success,input_tokens,input_tokens_cached,output_tokens,reasoning_tokens,total_cost_usd,wall_clock_seconds,turn_count,command_count,error_count
chrome-devtools-mcp-code,wikipedia_table_read,1,claude-sonnet-4-6,2026-03-26T21:42:49.919Z,true,401962,374519,2607,0,0.2543622,44.922,12,0,0
chrome-devtools-mcp,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-26T21:42:53.700Z,true,185697,162225,711,0,0.14734875,18.586,4,0,0
agent-browser-axi,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-26T21:42:56.230Z,true,131057,105749,460,0,0.13352595,15.487,4,0,0
pinchtab,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-26T21:43:03.017Z,true,326813,300742,1337,0,0.2080356,31.277,10,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-26T21:43:09.976Z,true,170402,141422,585,0,0.15987210000000002,26.697,5,0,0
agent-browser-axi,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-26T21:43:14.295Z,true,131046,105745,483,0,0.13384349999999998,14.396,4,0,0
chrome-devtools-mcp-search,wikipedia_table_read,2,claude-sonnet-4-6,2026-03-26T21:43:19.694Z,true,293829,267894,1417,0,0.19886894999999996,32.491,9,0,0
chrome-devtools-mcp,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-26T21:43:25.635Z,true,280361,256125,1277,0,0.18687225,27.61,6,0,0
agent-browser,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-26T21:43:32.024Z,true,340605,310892,1169,0,0.2222181,29.982,10,0,0
agent-browser-axi,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-26T21:43:34.402Z,true,131109,104846,490,0,0.13728630000000003,15.649,4,0,0
chrome-devtools-mcp-code,wikipedia_table_read,2,claude-sonnet-4-6,2026-03-26T21:43:35.916Z,true,300145,272847,2397,0,0.22016909999999998,42.209,9,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-26T21:43:39.881Z,true,198736,170569,943,0,0.1709367,26.145,6,0,0
agent-browser-axi,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-26T21:43:52.406Z,true,131088,105766,461,0,0.13359854999999998,13.565,4,0,0
agent-browser,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-26T21:44:01.412Z,true,235914,208050,977,0,0.181554,24.391,7,0,0
agent-browser-axi,github_navigate_to_file,5,claude-sonnet-4-6,2026-03-26T21:44:09.290Z,true,131056,105749,457,0,0.1334772,12.815,4,0,0
chrome-devtools-mcp,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-26T21:44:11.115Z,true,470522,445937,1124,0,0.2428251,42.252,10,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-26T21:44:13.862Z,true,296621,270555,955,0,0.1932315,30.4,9,0,0
agent-browser,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-26T21:44:21.240Z,true,161551,136725,568,0,0.1426305,15.621,5,0,0
chrome-devtools-mcp-search,wikipedia_table_read,3,claude-sonnet-4-6,2026-03-26T21:44:23.664Z,true,415055,385002,2768,0,0.26970810000000006,55.897,12,0,0
pinchtab,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-26T21:44:32.941Z,false,326447,300905,1209,0,0.20418075000000002,29.744,10,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-26T21:44:37.786Z,true,195411,169903,541,0,0.15473565000000003,20.021,6,0,0
agent-browser-axi,wikipedia_infobox_hop,1,claude-sonnet-4-6,2026-03-26T21:44:41.451Z,true,271776,243959,1096,0,0.1939347,27.234,8,0,0
agent-browser,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-26T21:44:46.156Z,true,218543,185404,566,0,0.1883772,20.181,6,0,0
chrome-devtools-mcp,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-26T21:44:51.666Z,true,427660,403153,992,0,0.22771964999999997,36.764,9,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-26T21:45:02.172Z,true,195417,169000,544,0,0.1579185,20.179,6,0,0
chrome-devtools-mcp-code,wikipedia_table_read,3,claude-sonnet-4-6,2026-03-26T21:45:04.744Z,true,379492,350190,3598,0,0.2689005,84.971,11,0,0
agent-browser,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-26T21:45:07.497Z,true,161202,135513,430,0,0.14343314999999998,16.853,5,0,0
agent-browser-axi,wikipedia_infobox_hop,2,claude-sonnet-4-6,2026-03-26T21:45:09.172Z,true,269642,242813,933,0,0.18744089999999997,23.805,8,0,0
pinchtab,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-26T21:45:12.958Z,true,326148,300898,1205,0,0.20302364999999997,36.268,10,0,0
chrome-devtools-mcp,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-26T21:45:19.063Z,true,282830,259246,635,0,0.17573355000000002,23.309,6,0,0
agent-browser,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-26T21:45:33.406Z,true,229986,203457,662,0,0.17044485000000004,19.502,7,0,0
chrome-devtools-mcp-search,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-26T21:45:33.588Z,true,562969,531248,3556,0,0.33165389999999995,65.495,16,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-26T21:45:41.447Z,true,274601,243283,784,0,0.20218065000000002,33.712,8,0,0
chrome-devtools-mcp-code,wikipedia_table_read,4,claude-sonnet-4-6,2026-03-26T21:45:44.359Z,true,307783,278318,1760,0,0.22038164999999998,34.397,9,0,0
pinchtab,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-26T21:45:44.967Z,true,325677,300269,1245,0,0.20402744999999997,28.318,10,0,0
agent-browser-axi,wikipedia_infobox_hop,3,claude-sonnet-4-6,2026-03-26T21:45:48.819Z,true,342116,314359,1290,0,0.2177382,36.069,10,0,0
agent-browser,github_navigate_to_file,5,claude-sonnet-4-6,2026-03-26T21:45:52.302Z,true,161287,136560,451,0,0.14045475,13.86,5,0,0
chrome-devtools-mcp,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-26T21:46:01.076Z,true,478574,452887,1429,0,0.2536191,36.583,10,0,0
chrome-devtools-mcp-search,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-26T21:46:02.929Z,true,260285,234880,1219,0,0.18400799999999998,25.728,8,0,0
pinchtab,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-26T21:46:06.905Z,true,160079,134291,535,0,0.1450128,17.08,5,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-26T21:46:27.906Z,true,296605,269269,950,0,0.19753320000000002,42.917,9,0,0
pinchtab,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-26T21:46:28.951Z,true,160950,134673,544,0,0.14709615,17.025,5,0,0
agent-browser,wikipedia_infobox_hop,1,claude-sonnet-4-6,2026-03-26T21:46:43.826Z,true,377055,348906,1223,0,0.22856654999999995,46.959,11,0,0
chrome-devtools-mcp,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-26T21:46:44.390Z,true,427693,402213,1017,0,0.23146139999999998,39.382,9,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-26T21:46:47.624Z,true,369282,341774,1535,0,0.2287017,41.056,11,0,0
agent-browser-axi,wikipedia_infobox_hop,4,claude-sonnet-4-6,2026-03-26T21:46:49.003Z,true,317277,280525,1385,0,0.242745,55.813,9,0,0
pinchtab,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-26T21:46:54.276Z,true,160110,135124,556,0,0.1425702,20.898,5,0,0
chrome-devtools-mcp-code,wikipedia_table_read,5,claude-sonnet-4-6,2026-03-26T21:46:58.152Z,true,448510,419526,2667,0,0.2745423,68.172,13,0,0
chrome-devtools-mcp-compressed-cli,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-26T21:47:01.067Z,true,160773,135832,579,0,0.14295885000000003,28.413,5,0,0
chrome-devtools-mcp,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-26T21:47:18.623Z,true,234710,211373,712,0,0.16160114999999997,30.412,5,0,0
pinchtab,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-26T21:47:22.849Z,true,160032,134873,545,0,0.14297865,23.611,5,0,0
chrome-devtools-mcp-compressed-cli,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-26T21:47:25.665Z,true,131454,103144,441,0,0.14371695,20.042,4,0,0
agent-browser-axi,wikipedia_infobox_hop,5,claude-sonnet-4-6,2026-03-26T21:47:30.003Z,true,352532,315649,1484,0,0.2552577,34.898,10,0,0
agent-browser,wikipedia_infobox_hop,2,claude-sonnet-4-6,2026-03-26T21:47:35.487Z,true,373590,346064,1109,0,0.22366769999999997,47.202,11,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-26T21:47:35.711Z,true,398414,371596,1622,0,0.23636505,43.557,12,0,0
chrome-devtools-mcp,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-26T21:47:39.307Z,true,140109,117321,339,0,0.1257333,15.015,3,0,0
pinchtab,github_navigate_to_file,5,claude-sonnet-4-6,2026-03-26T21:47:48.520Z,true,160469,134658,472,0,0.14426414999999998,17.234,5,0,0
chrome-devtools-mcp-compressed-cli,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-26T21:47:49.405Z,true,131574,105296,425,0,0.13650255,18.674,4,0,0
chrome-devtools-mcp,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-26T21:47:57.912Z,true,138670,115710,333,0,0.125805,14.797,3,0,0
agent-browser-axi,multi_page_comparison,1,claude-sonnet-4-6,2026-03-26T21:48:02.884Z,true,297840,271607,1130,0,0.19679834999999998,27.224,9,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,1,claude-sonnet-4-6,2026-03-26T21:48:07.059Z,true,345932,309114,1932,0,0.25977419999999996,46.803,9,0,0
chrome-devtools-mcp-compressed-cli,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-26T21:48:17.649Z,true,160763,136003,584,0,0.14240640000000002,22.914,5,0,0
chrome-devtools-mcp,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-26T21:48:27.089Z,true,140290,117318,326,0,0.1262274,16.235,3,0,0
agent-browser-axi,multi_page_comparison,2,claude-sonnet-4-6,2026-03-26T21:48:29.368Z,true,198005,171742,841,0,0.1626186,22.186,6,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-26T21:48:32.430Z,true,432848,405390,1678,0,0.2497425,52.045,13,0,0
agent-browser,wikipedia_infobox_hop,3,claude-sonnet-4-6,2026-03-26T21:48:50.854Z,true,602252,572165,2120,0,0.31626224999999997,65.998,17,0,0
chrome-devtools-mcp-compressed-cli,github_navigate_to_file,5,claude-sonnet-4-6,2026-03-26T21:48:50.893Z,true,160691,135946,559,0,0.14195805,28.536,5,0,0
chrome-devtools-mcp,github_navigate_to_file,5,claude-sonnet-4-6,2026-03-26T21:48:51.475Z,true,187421,164222,519,0,0.14404409999999998,18.497,4,0,0
agent-browser-axi,multi_page_comparison,3,claude-sonnet-4-6,2026-03-26T21:48:56.914Z,true,197187,170696,664,0,0.16050480000000003,22.003,6,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-26T21:49:13.466Z,true,338303,310602,1561,0,0.22046310000000002,35.84,10,0,0
agent-browser-axi,multi_page_comparison,4,claude-sonnet-4-6,2026-03-26T21:49:18.163Z,true,197560,171474,676,0,0.15939944999999997,17.1,6,0,0
chrome-devtools-mcp,wikipedia_infobox_hop,1,claude-sonnet-4-6,2026-03-26T21:49:24.567Z,true,328670,303848,949,0,0.19846589999999997,28.93,7,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,2,claude-sonnet-4-6,2026-03-26T21:49:29.833Z,true,479337,439498,2933,0,0.32523090000000004,62.249,12,0,0
agent-browser,wikipedia_infobox_hop,4,claude-sonnet-4-6,2026-03-26T21:49:37.137Z,true,462684,432461,1237,0,0.26161905,38.058,13,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_infobox_hop,1,claude-sonnet-4-6,2026-03-26T21:49:39.824Z,true,408791,380783,1537,0,0.24231015,40.269,12,0,0
chrome-devtools-mcp-search,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-26T21:50:03.075Z,true,368213,341006,1668,0,0.22933604999999999,40.948,11,0,0
agent-browser-axi,multi_page_comparison,5,claude-sonnet-4-6,2026-03-26T21:50:06.892Z,true,198099,171830,856,0,0.1628925,38.344,6,0,0
chrome-devtools-mcp,wikipedia_infobox_hop,2,claude-sonnet-4-6,2026-03-26T21:50:11.179Z,true,283681,259786,914,0,0.1812468,42.164,6,0,0
agent-browser,wikipedia_infobox_hop,5,claude-sonnet-4-6,2026-03-26T21:50:21.282Z,true,424594,394756,1114,0,0.24701954999999995,35.078,12,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,3,claude-sonnet-4-6,2026-03-26T21:50:24.172Z,true,228624,203000,1466,0,0.178974,37.56,7,0,0
agent-browser-axi,wikipedia_search_click,1,claude-sonnet-4-6,2026-03-26T21:50:32.669Z,true,166068,138935,511,0,0.15108975,21.555,5,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_infobox_hop,2,claude-sonnet-4-6,2026-03-26T21:50:34.940Z,true,401002,366982,1335,0,0.2576856,45.512,11,0,0
chrome-devtools-mcp-search,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-26T21:50:41.574Z,true,293193,264680,1164,0,0.20377725,29.863,9,0,0
chrome-devtools-mcp,wikipedia_infobox_hop,3,claude-sonnet-4-6,2026-03-26T21:50:57.767Z,true,328191,303962,1109,0,0.19867635,34.222,7,0,0
agent-browser,multi_page_comparison,1,claude-sonnet-4-6,2026-03-26T21:51:06.747Z,true,231300,205276,764,0,0.1706268,35.126,7,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_infobox_hop,3,claude-sonnet-4-6,2026-03-26T21:51:14.721Z,true,385009,356076,1138,0,0.23238255000000002,32.591,11,0,0
agent-browser-axi,wikipedia_search_click,2,claude-sonnet-4-6,2026-03-26T21:51:20.191Z,true,445036,412014,1271,0,0.26649195,37.396,12,0,0
chrome-devtools-mcp-search,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-26T21:51:25.988Z,true,293760,268451,1168,0,0.19295355,35.395,9,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,4,claude-sonnet-4-6,2026-03-26T21:51:40.839Z,true,345723,309031,1814,0,0.2575068,50.767,9,0,0
chrome-devtools-mcp,wikipedia_infobox_hop,4,claude-sonnet-4-6,2026-03-26T21:51:43.230Z,true,284044,259411,1080,0,0.18639180000000002,36.906,6,0,0
agent-browser,multi_page_comparison,2,claude-sonnet-4-6,2026-03-26T21:51:49.596Z,true,381616,352428,1433,0,0.23666940000000003,38.934,11,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_infobox_hop,4,claude-sonnet-4-6,2026-03-26T21:51:57.473Z,true,279293,250110,818,0,0.19673249999999998,34.22,8,0,0
chrome-devtools-mcp-search,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-26T21:52:05.907Z,true,227469,202583,1130,0,0.1710399,25.571,7,0,0
chrome-devtools-mcp,wikipedia_infobox_hop,5,claude-sonnet-4-6,2026-03-26T21:52:25.795Z,true,328616,304278,944,0,0.1967049,33.654,7,0,0
agent-browser,multi_page_comparison,3,claude-sonnet-4-6,2026-03-26T21:52:32.017Z,true,309463,280350,1052,0,0.20905125000000002,38.165,9,0,0
chrome-devtools-mcp-search,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-26T21:52:36.937Z,true,194115,169252,730,0,0.15495360000000002,21.82,6,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_infobox_hop,5,claude-sonnet-4-6,2026-03-26T21:52:44.267Z,true,380659,350799,1553,0,0.2405007,37.802,11,0,0
chrome-devtools-mcp-code,wikipedia_link_follow,5,claude-sonnet-4-6,2026-03-26T21:53:06.768Z,true,364511,332237,3081,0,0.26690535000000004,69.892,10,0,0
pinchtab,wikipedia_infobox_hop,1,claude-sonnet-4-6,2026-03-26T21:53:07.182Z,false,31071,8603,6,0,0.08692440000000001,300.135,0,0,0
agent-browser,multi_page_comparison,4,claude-sonnet-4-6,2026-03-26T21:53:10.691Z,true,232223,205406,1212,0,0.18035955,35.174,7,0,0
chrome-devtools-mcp-search,github_navigate_to_file,5,claude-sonnet-4-6,2026-03-26T21:53:27.803Z,true,226235,201164,972,0,0.16893645000000002,43.08,7,0,0
chrome-devtools-mcp-compressed-cli,multi_page_comparison,1,claude-sonnet-4-6,2026-03-26T21:53:43.634Z,true,270480,240880,810,0,0.19540725000000003,50.616,8,0,0
chrome-devtools-mcp-code,github_navigate_to_file,1,claude-sonnet-4-6,2026-03-26T21:53:57.132Z,true,237114,210111,1270,0,0.18333855,46.059,7,0,0
chrome-devtools-mcp-compressed-cli,multi_page_comparison,2,claude-sonnet-4-6,2026-03-26T21:54:16.721Z,true,268147,240970,803,0,0.18624299999999996,25.324,8,0,0
chrome-devtools-mcp,multi_page_comparison,1,claude-sonnet-4-6,2026-03-26T21:54:18.075Z,true,672547,646812,1913,0,0.31923209999999996,103.32,14,0,0
agent-browser,multi_page_comparison,5,claude-sonnet-4-6,2026-03-26T21:54:26.680Z,true,295747,270204,1053,0,0.19263494999999997,68.664,9,0,0
pinchtab,wikipedia_infobox_hop,2,claude-sonnet-4-6,2026-03-26T21:54:38.623Z,true,282873,257682,1062,0,0.20425829999999998,81.805,9,0,0
agent-browser,wikipedia_search_click,1,claude-sonnet-4-6,2026-03-26T21:54:52.921Z,true,196744,170958,650,0,0.15772965000000003,15.319,6,0,0
chrome-devtools-mcp-search,wikipedia_infobox_hop,1,claude-sonnet-4-6,2026-03-26T21:54:59.154Z,true,402913,375033,2087,0,0.24835064999999995,78.105,12,0,0
chrome-devtools-mcp,multi_page_comparison,2,claude-sonnet-4-6,2026-03-26T21:55:02.180Z,true,422435,398098,1220,0,0.22898564999999999,34.88,9,0,0
chrome-devtools-mcp-compressed-cli,multi_page_comparison,3,claude-sonnet-4-6,2026-03-26T21:55:03.855Z,true,257650,232066,765,0,0.17702805,39.015,8,0,0
chrome-devtools-mcp-code,github_navigate_to_file,2,claude-sonnet-4-6,2026-03-26T21:55:12.115Z,true,308076,279451,1558,0,0.21454154999999994,63.432,9,0,0
agent-browser,wikipedia_search_click,2,claude-sonnet-4-6,2026-03-26T21:55:17.595Z,true,196556,170812,560,0,0.15617835000000002,16.347,6,0,0
chrome-devtools-mcp,multi_page_comparison,3,claude-sonnet-4-6,2026-03-26T21:55:46.172Z,true,234244,211149,588,0,0.15876645,33.44,5,0,0
agent-browser,wikipedia_search_click,3,claude-sonnet-4-6,2026-03-26T21:55:50.580Z,true,230354,203971,736,0,0.17116155000000002,25.322,7,0,0
pinchtab,wikipedia_infobox_hop,3,claude-sonnet-4-6,2026-03-26T21:55:56.657Z,true,445553,417077,1852,0,0.2596776,55.693,13,0,0
chrome-devtools-mcp-code,github_navigate_to_file,3,claude-sonnet-4-6,2026-03-26T21:55:56.780Z,true,237722,210551,1370,0,0.18560055000000003,32.429,7,0,0
chrome-devtools-mcp-search,wikipedia_infobox_hop,2,claude-sonnet-4-6,2026-03-26T21:55:59.658Z,true,472962,444655,2278,0,0.27370500000000003,48.972,14,0,0
chrome-devtools-mcp-compressed-cli,multi_page_comparison,4,claude-sonnet-4-6,2026-03-26T21:56:20.843Z,true,256868,232015,761,0,0.1742115,66.552,8,0,0
agent-browser,wikipedia_search_click,4,claude-sonnet-4-6,2026-03-26T21:56:26.106Z,true,196855,171018,654,0,0.1579989,27.261,6,0,0
agent-browser-axi,wikipedia_search_click,3,claude-sonnet-4-6,2026-03-26T21:56:28.972Z,true,31504,8603,6,0,0.08854815000000002,300.14,0,0,0
chrome-devtools-mcp,multi_page_comparison,4,claude-sonnet-4-6,2026-03-26T21:56:38.414Z,true,281773,258428,814,0,0.17727689999999996,47.954,6,0,0
chrome-devtools-mcp-compressed-cli,multi_page_comparison,5,claude-sonnet-4-6,2026-03-26T21:56:50.181Z,true,199997,172364,634,0,0.16483769999999998,21.429,6,0,0
agent-browser-axi,wikipedia_search_click,4,claude-sonnet-4-6,2026-03-26T21:56:53.103Z,true,166724,139064,561,0,0.15385469999999998,20.107,5,0,0
chrome-devtools-mcp-search,wikipedia_infobox_hop,3,claude-sonnet-4-6,2026-03-26T21:57:00.533Z,true,194582,169681,1204,0,0.1623363,53.221,6,0,0
agent-browser,wikipedia_search_click,5,claude-sonnet-4-6,2026-03-26T21:57:04.537Z,true,230166,203604,744,0,0.1718427,28.898,7,0,0
chrome-devtools-mcp,multi_page_comparison,5,claude-sonnet-4-6,2026-03-26T21:57:13.102Z,true,234304,211200,599,0,0.15898049999999997,26.966,5,0,0
chrome-devtools-mcp-code,github_navigate_to_file,4,claude-sonnet-4-6,2026-03-26T21:57:13.133Z,true,312578,284007,1670,0,0.21738585000000002,68.411,9,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_search_click,1,claude-sonnet-4-6,2026-03-26T21:57:29.125Z,true,296234,269038,988,0,0.19750889999999996,27.915,9,0,0
chrome-devtools-mcp-search,wikipedia_infobox_hop,4,claude-sonnet-4-6,2026-03-26T21:57:46.838Z,true,194645,169785,1165,0,0.16162875,38.275,6,0,0
chrome-devtools-mcp,wikipedia_search_click,1,claude-sonnet-4-6,2026-03-26T21:57:48.655Z,true,376947,351679,684,0,0.21051195,27.125,8,0,0
chrome-devtools-mcp-code,github_navigate_to_file,5,claude-sonnet-4-6,2026-03-26T21:58:07.771Z,true,237631,210486,1275,0,0.18405854999999996,46.254,7,0,0
agent-browser,wikipedia_deep_extraction,1,claude-sonnet-4-6,2026-03-26T21:58:09.995Z,true,197983,170855,804,0,0.16504125,54.898,6,0,0
agent-browser-axi,wikipedia_search_click,5,claude-sonnet-4-6,2026-03-26T21:58:27.354Z,true,236144,206822,719,0,0.1827831,89.502,7,0,0
agent-browser,wikipedia_deep_extraction,2,claude-sonnet-4-6,2026-03-26T21:58:34.482Z,true,130407,105183,496,0,0.13358114999999998,13.392,4,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_search_click,2,claude-sonnet-4-6,2026-03-26T21:58:36.609Z,true,295451,268871,947,0,0.19453379999999995,59.716,9,0,0
chrome-devtools-mcp,wikipedia_search_click,2,claude-sonnet-4-6,2026-03-26T21:58:43.899Z,true,381334,356532,772,0,0.21154035,47.245,8,0,0
chrome-devtools-mcp-code,wikipedia_infobox_hop,1,claude-sonnet-4-6,2026-03-26T21:59:09.585Z,true,510629,478373,2898,0,0.30793065000000003,53.824,14,0,0
agent-browser-axi,wikipedia_deep_extraction,1,claude-sonnet-4-6,2026-03-26T21:59:13.916Z,true,242074,212591,1168,0,0.19185254999999998,30.179,7,0,0
chrome-devtools-mcp-search,wikipedia_infobox_hop,5,claude-sonnet-4-6,2026-03-26T21:59:14.382Z,true,470058,442106,1940,0,0.26653604999999997,75.383,14,0,0
chrome-devtools-mcp,wikipedia_search_click,3,claude-sonnet-4-6,2026-03-26T21:59:19.767Z,true,381211,355536,695,0,0.2133603,27.7,8,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_search_click,3,claude-sonnet-4-6,2026-03-26T21:59:21.097Z,true,296180,268994,935,0,0.19666319999999998,36.404,9,0,0
agent-browser,wikipedia_deep_extraction,3,claude-sonnet-4-6,2026-03-26T21:59:21.720Z,true,268918,241281,1108,0,0.19263630000000004,27.045,8,0,0
chrome-devtools-mcp-code,wikipedia_infobox_hop,2,claude-sonnet-4-6,2026-03-26T21:59:57.545Z,true,262951,229083,1294,0,0.21513390000000002,37.138,7,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_search_click,4,claude-sonnet-4-6,2026-03-26T22:00:07.587Z,true,295403,268036,917,0,0.19678455000000003,42.03,9,0,0
chrome-devtools-mcp-search,multi_page_comparison,1,claude-sonnet-4-6,2026-03-26T22:00:08.890Z,true,330087,303602,1386,0,0.2111796,46.222,10,0,0
agent-browser-axi,wikipedia_deep_extraction,2,claude-sonnet-4-6,2026-03-26T22:00:10.633Z,true,207760,178185,1186,0,0.1821465,35.4,6,0,0
chrome-devtools-mcp,wikipedia_search_click,4,claude-sonnet-4-6,2026-03-26T22:00:16.997Z,true,579088,553117,1226,0,0.28170509999999993,48.598,12,0,0
agent-browser,wikipedia_deep_extraction,4,claude-sonnet-4-6,2026-03-26T22:00:17.703Z,true,273537,244013,1097,0,0.20036714999999997,46.844,8,0,0
chrome-devtools-mcp-code,wikipedia_infobox_hop,3,claude-sonnet-4-6,2026-03-26T22:00:44.863Z,true,154836,117641,803,0,0.1868148,31.249,4,0,0
chrome-devtools-mcp,wikipedia_search_click,5,claude-sonnet-4-6,2026-03-26T22:00:52.432Z,true,332773,307338,576,0,0.19621664999999996,27.151,7,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_search_click,5,claude-sonnet-4-6,2026-03-26T22:00:54.144Z,true,329844,301289,1076,0,0.21359969999999995,36.74,10,0,0
agent-browser-axi,wikipedia_deep_extraction,3,claude-sonnet-4-6,2026-03-26T22:01:02.440Z,true,207787,178262,1190,0,0.1820421,40.969,6,0,0
pinchtab,wikipedia_infobox_hop,4,claude-sonnet-4-6,2026-03-26T22:01:25.216Z,false,31071,8603,6,0,0.08692440000000001,300.149,0,0,0
chrome-devtools-mcp-code,wikipedia_infobox_hop,4,claude-sonnet-4-6,2026-03-26T22:01:31.756Z,true,266615,228834,1266,0,0.22931295,32.263,7,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_deep_extraction,1,claude-sonnet-4-6,2026-03-26T22:01:32.117Z,true,226506,191582,1094,0,0.20484435,29.694,6,0,0
agent-browser,wikipedia_deep_extraction,5,claude-sonnet-4-6,2026-03-26T22:01:40.619Z,true,358239,326925,2169,0,0.24803174999999997,62.912,10,0,0
chrome-devtools-mcp,wikipedia_deep_extraction,1,claude-sonnet-4-6,2026-03-26T22:01:46.888Z,true,234299,209741,1603,0,0.17905529999999997,32.612,5,0,0
chrome-devtools-mcp-search,multi_page_comparison,2,claude-sonnet-4-6,2026-03-26T22:01:47.098Z,true,362380,336031,1573,0,0.22319955000000002,89.598,11,0,0
agent-browser-axi,wikipedia_deep_extraction,4,claude-sonnet-4-6,2026-03-26T22:01:56.447Z,true,211901,180785,1165,0,0.18839025,35.418,6,0,0
agent-browser,github_issue_investigation,1,claude-sonnet-4-6,2026-03-26T22:02:07.762Z,true,131267,104710,923,0,0.144843,18.521,4,0,0
chrome-devtools-mcp,wikipedia_deep_extraction,2,claude-sonnet-4-6,2026-03-26T22:02:10.763Z,true,140515,117339,571,0,0.1306737,20.112,3,0,0
pinchtab,wikipedia_infobox_hop,5,claude-sonnet-4-6,2026-03-26T22:02:14.751Z,true,499351,466839,1964,0,0.29142045,39.994,14,0,0
chrome-devtools-mcp-code,wikipedia_infobox_hop,5,claude-sonnet-4-6,2026-03-26T22:02:16.378Z,true,304911,271076,1367,0,0.2287023,35.708,8,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_deep_extraction,2,claude-sonnet-4-6,2026-03-26T22:02:27.706Z,true,314392,277271,1467,0,0.2443833,37.896,8,0,0
chrome-devtools-mcp-search,multi_page_comparison,3,claude-sonnet-4-6,2026-03-26T22:02:37.245Z,true,397311,367489,1947,0,0.25127145,42.194,12,0,0
